rank,item_id,outlet,type,language,title,url,published_at,R,S,D,I,r_people,signal_mult,logos,ethos,pathos,d_raw,topics,prompt_version,reach_flag,content_basis,content_access,word_count,fetch_method,r_basis,justification
,7ccdc582c8960bc0,Robert Reich,newsletter,en,p / o-canada-526,https://robertreich.substack.com/p/o-canada-526,2026-09-02T17:02:16+00:00,,0.191000,0.600000,,,,5,6,7,18,foreign_policy_wars:0.40; economy:0.35; government_leadership:0.25,score_v2,self_reported,full_text,open,698,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Robert Reich-style op-ed uses polling data and specific events (by-elections, tariffs) as evidence, but frames everything through a one-sided 'bully' metaphor with vivid, mocking language, reflecting his established progressive commentator authority and audience trust."
,ccd58e62991b47ab,Robert Reich,newsletter,en,p / the-biggest-issue-in-the-midterm,https://robertreich.substack.com/p/the-biggest-issue-in-the-midterm,2026-09-01T08:02:17+00:00,,0.217000,0.666667,,,,8,6,6,20,economy:0.45; inflation_cost_of_living:0.40; government_leadership:0.15,score_v2,self_reported,full_text,open,873,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Reich marshals extensive statistics (S&P earnings, wage/price data, market concentration figures, true unemployment rate) and structured causal argument with policy prescriptions. His name carries authority with his newsletter audience. Pathos moderate via charged language like 'wildly, unambiguously unaffordable' and moral framing of corporate greed."
,bf6e519c8fea7b69,Robert Reich,newsletter,en,p / next-move-on-trumps-billionaire-ballroom,https://robertreich.substack.com/p/next-move-on-trumps-billionaire-ballroom,2026-08-31T23:19:54+00:00,,0.152000,0.566667,,,,4,6,7,17,government_leadership:0.50; democracy_elections:0.40; ethics_morality:0.10,score_v2,self_reported,full_text,open,389,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Robert Reich uses a Supreme Court ruling to argue Trump abused power, citing Roberts' dissent as evidence but offering mostly opinion and mockery ('pathetic logic'). His established progressive commentator standing gives ethos; vivid imagery (Berlin Wall) and sarcasm drive pathos."
,46d86161581b3490,Robert Reich,newsletter,en,p / whos-nuts,https://robertreich.substack.com/p/whos-nuts,2026-08-31T08:02:42+00:00,,0.143000,0.600000,,,,3,7,8,18,government_leadership:0.45; democracy_elections:0.20; ethics_morality:0.15; healthcare:0.10; immigration:0.10,score_v2,self_reported,full_text,open,705,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Robert Reich-style essay makes sweeping assertions with Arendt citation but little evidence, addresses no counterarguments; uses recognized progressive commentator's authority; highly charged language ('out of his gourd,' 'brutality,' 'insanity') drives the piece emotionally."
,897c4098c9323846,Robert Reich,newsletter,en,p / sunday-thought-dolly-or-donald,https://robertreich.substack.com/p/sunday-thought-dolly-or-donald,2026-08-30T08:02:28+00:00,,0.174000,0.600000,,,,3,6,9,18,government_leadership:0.40; unifying_the_country:0.20; economy:0.20; immigration:0.10; democracy_elections:0.10,score_v2,self_reported,full_text,open,600,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Robert Reich (recognized progressive voice) makes an emotionally charged, moralized contrast between Trump and Dolly Parton, citing some economic data but mostly relying on rhetorical assertion, moral framing, and partisan appeal rather than sustained argument."
,beb8a97753c27f48,Robert Reich,newsletter,en,p / you-or-someone-you-love-could-be,https://robertreich.substack.com/p/you-or-someone-you-love-could-be,2026-08-28T08:03:16+00:00,,0.117500,0.666667,,,,5,6,9,20,immigration:0.55; democracy_elections:0.20; government_leadership:0.20; crime:0.05,score_v2,self_reported,full_text,open,1146,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Cites NYT and ProPublica analyses, specific incidents, and statistics, but frames them within a one-sided, highly charged narrative. Author (Robert Reich) has recognized standing with a progressive audience. Language is emotionally intense—'murdered,' 'police state,' 'maniacal'—driving the piece more than dispassionate argument."
,8170a9a6dae5733d,Robert Reich,newsletter,en,p / naked-trump,https://robertreich.substack.com/p/naked-trump,2026-08-27T08:02:02+00:00,,0.189000,0.633333,,,,3,7,9,19,government_leadership:0.40; foreign_policy_wars:0.30; economy:0.20; other:0.10,score_v2,self_reported,full_text,open,847,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Robert Reich delivers a scathing, emotionally charged opinion piece against Trump, citing tariffs, Iran policy, and polling as evidence but framing everything through mockery and outrage. His established progressive commentator status gives him strong ethos with his audience; pathos dominates via ridicule and vivid language; logos is thin, mostly assertion."
,86d3d9b24ca52edb,Slow Boring (Matthew Yglesias),newsletter,en,p / stop-making-up-reasons-to-be-mad,https://www.slowboring.com/p/stop-making-up-reasons-to-be-mad,2026-09-03T10:02:11+00:00,,0.148500,0.566667,,,,6,6,5,17,government_leadership:0.35; foreign_policy_wars:0.35; unifying_the_country:0.20; other:0.10,score_v2,self_reported,full_text,open,470,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Author reasons through a specific controversy, offers personal anecdote and counterarguments, but is one-sided in defending El-Sayed. Writes with recognizable pundit voice/authority, moderate emotional language ('fucked up situation'), and clear argumentative structure addressing objections."
,499d2d5f417b4e25,Slow Boring (Matthew Yglesias),newsletter,en,p / is-there-a-liberal-center-should,https://www.slowboring.com/p/is-there-a-liberal-center-should,2026-09-03T09:02:12+00:00,,0.119500,0.433333,,,,6,6,1,13,democracy_elections:0.45; government_leadership:0.30; other:0.25,score_v2,self_reported,full_text,open,411,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"An intellectual discussion among pundits/podcasters about liberalism vs. moderation, referencing Silver's essay and Hayek. Reasoned but abstract, low emotional charge; ethos moderate via named commentators' standing within political-commentary circles, not mass authority.》.no strong pathos.》.》.》.》.》.》.》.》."
,2d74d934eef7fdcf,Slow Boring (Matthew Yglesias),newsletter,en,p / an-easy-way-to-give-kids-more-freedom,https://www.slowboring.com/p/an-easy-way-to-give-kids-more-freedom,2026-09-02T10:03:20+00:00,,0.076000,0.433333,,,,5,4,4,13,other:0.55; ai_technology:0.30; economy:0.15,score_v2,self_reported,full_text,open,1307,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Personal essay using anecdote about the author's son and Apple's kids-mode restrictions, plus a business anecdote about Tim Cook, to argue for transit-pass access on kids' Apple Watches. Some reasoning but mostly personal narrative; author has modest journalistic standing, moderate warmth."
,91190f8596f183e4,Slow Boring (Matthew Yglesias),newsletter,en,p / republicans-have-a-big-midterm-cash,https://www.slowboring.com/p/republicans-have-a-big-midterm-cash,2026-09-01T10:03:20+00:00,,0.140500,0.533333,,,,6,6,4,16,democracy_elections:0.55; economy:0.25; government_leadership:0.20,score_v2,self_reported,full_text,open,477,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Author draws on personal long-term observation and historical trends (2004-2024) to argue campaign finance dynamics have shifted, citing party coalition changes and fundraising patterns. Moderate evidence, personal authority as a longtime political commentator, mild urgency about upcoming ad barrage but no strong emotional language."
,6327ef7f0e4fbbee,Slow Boring (Matthew Yglesias),newsletter,en,p / democrats-should-vow-to-surrender,https://www.slowboring.com/p/democrats-should-vow-to-surrender,2026-08-31T10:03:38+00:00,,0.178000,0.600000,,,,7,6,5,18,foreign_policy_wars:0.50; economy:0.35; government_leadership:0.15,score_v2,self_reported,full_text,open,1640,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Substantive policy argument with historical trade data, polling claims, and strategic reasoning about Canada relations and Democratic Party positioning. Author writes as a recognized political commentator (Yglesias-style) with established audience credibility. Moderate emotional language ('existential,' 'corrupt psychotic,' 'shocking to the conscience') elevates pathos somewhat."
,e42b1cb8ebcdba88,Slow Boring (Matthew Yglesias),newsletter,en,p / the-great-awokening-started-in-2014,https://www.slowboring.com/p/the-great-awokening-started-in-2014,2026-08-28T10:01:02+00:00,,0.077500,0.566667,,,,7,7,3,17,race_relations:0.65; other:0.20; government_leadership:0.15,score_v2,self_reported,full_text,open,1485,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Matt Yglesias uses survey data trends, historical quotes (Obama, King, Limbaugh) and named intellectual influences (Wilson) to argue about the Great Awokening's timeline. Personal, established commentator voice with recognized authority among his readership; moderate emotional coloring but mostly analytical, evidence-driven prose."
,5036473080343363,Slow Boring (Matthew Yglesias),newsletter,en,p / politics-should-be-more-boring,https://www.slowboring.com/p/politics-should-be-more-boring,2026-08-27T10:02:58+00:00,,0.157000,0.533333,,,,7,6,3,16,government_leadership:0.40; democracy_elections:0.40; economy:0.10; immigration:0.10,score_v2,self_reported,full_text,open,2199,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Matt Yglesias builds a reasoned argument with historical examples (Clinton, Obama, Biden, Bush), electoral data, and named politicians to support his thesis about electability vs. excitement. Ethos moderate as a known pundit with an established Substack following; pathos low, mostly analytical tone with occasional wry asides."
,69b6b76f85bdcebf,Slow Boring (Matthew Yglesias),newsletter,en,p / yimbys-already-have-a-bold-vision,https://www.slowboring.com/p/yimbys-already-have-a-bold-vision,2026-08-26T10:02:08+00:00,,0.200000,0.633333,,,,8,7,4,19,economy:0.55; government_leadership:0.25; poverty_homelessness:0.10; other:0.10,score_v2,self_reported,full_text,open,1850,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Author (Matt Yglesias, implied by style/authority) marshals historical data, zoning statistics, and rebuts specific opponents' arguments in detail. Strong personal voice with established policy-writer standing among readers. Moderate emotional charge via rhetorical jabs ('stabbed in the back') but mostly analytical."
,503a2f1ed88002ea,The Contrarian (Jennifer Rubin),newsletter,en,p / gloria-steinem-the-peoples-feminist,https://www.contrariannews.org/p/gloria-steinem-the-peoples-feminist,2026-09-03T17:03:25+00:00,,0.060000,0.500000,,,,1,6,8,15,other:0.60; unifying_the_country:0.20; ethics_morality:0.20,score_v2,self_reported,full_text,open,945,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A personal tribute memoir to Gloria Steinem, heavy on anecdote and emotion, little argument or evidence. Author's credibility rests on personal relationship and Ms. Magazine affiliation, not broader public authority. Highly sentimental, nostalgic tone throughout."
,eb0c120c7ed76d18,The Contrarian (Jennifer Rubin),newsletter,en,p / target-gets-a-lesson-in-why-dei-matters,https://www.contrariannews.org/p/target-gets-a-lesson-in-why-dei-matters,2026-09-03T16:01:58+00:00,,0.089500,0.600000,,,,5,5,8,18,race_relations:0.75; economy:0.15; government_leadership:0.10,score_v2,self_reported,full_text,open,840,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Op-ed by a named columnist using historical analogy (minstrelsy, Jim Crow) and Target's boycott/sales data to argue for DEI. Emotionally charged language ('vile,' 'jaw-dropping,' slavery comparisons) with moderate evidentiary support but one-sided framing and no engagement with opposing views."
,9bbbb4af6d71e97a,The Contrarian (Jennifer Rubin),newsletter,en,p / trump-got-venezuelas-oil-venezuelans,https://www.contrariannews.org/p/trump-got-venezuelas-oil-venezuelans,2026-09-03T14:32:16+00:00,,0.127000,0.566667,,,,8,6,3,17,foreign_policy_wars:0.55; democracy_elections:0.25; economy:0.20,score_v2,self_reported,full_text,open,884,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Detailed factual analysis with data on oil investment, historical comparisons (Iraq), timelines, and sourced claims about Venezuelan politics. Author's CIA/national security credentials lend expertise-based authority, though limited public following. Tone is measured, analytical, low emotional intensity despite serious stakes."
,5088149ca60cb28d,The Contrarian (Jennifer Rubin),newsletter,en,p / clyburn-puts-supreme-court-expansion,https://www.contrariannews.org/p/clyburn-puts-supreme-court-expansion,2026-09-03T11:46:12+00:00,,0.096000,0.600000,,,,7,5,6,18,democracy_elections:0.70; government_leadership:0.20; abortion:0.05; other:0.05,score_v2,self_reported,full_text,open,1214,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Uses polling data, historical precedent (FDR), legislative events, and quotes from Demand Justice to argue for court expansion, while employing charged language ('quisling court,' 'MAGA constitutional destruction') and citing Clyburn's authority without deep personal profile."
,7f82da2d4cdd1ce6,The Contrarian (Jennifer Rubin),newsletter,en,p / troy-jackson-maine-senate-susan-collins-medicare-all-elon-musk,https://www.contrariannews.org/p/troy-jackson-maine-senate-susan-collins-medicare-all-elon-musk,2026-09-02T22:47:54+00:00,,0.140500,0.500000,,,,3,6,6,15,healthcare:0.35; government_leadership:0.25; economy:0.20; foreign_policy_wars:0.10; democracy_elections:0.10,score_v2,self_reported,full_text,open,2856,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Jackson offers personal anecdotes and biography rather than data or documents; claims about Collins and healthcare are asserted, not evidenced. His ethos rests on long Senate tenure and working-class identity. Pathos is moderate-high via charged language ('ultra-wealthy,' 'crash,' 'hypocrisy') and populist appeals against billionaires."
,aa467422a56ac94a,The Contrarian (Jennifer Rubin),newsletter,en,p / should-we-expand-the-supreme-court,https://www.contrariannews.org/p/should-we-expand-the-supreme-court,2026-09-02T22:18:46+00:00,,0.088500,0.466667,,,,7,5,2,14,democracy_elections:0.85; government_leadership:0.15,score_v2,self_reported,full_text,open,476,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Presents historical facts, numbers, and both pro/con arguments about court expansion in a structured way. Speaker is a civics-focused creator with moderate niche authority. Tone is explanatory and calm, mostly factual with minor rhetorical flourish ('shitty hotels').的"
,34f154dff1e2dfa1,The Contrarian (Jennifer Rubin),newsletter,en,p / canadians-in-pop-culture-trade-war,https://www.contrariannews.org/p/canadians-in-pop-culture-trade-war,2026-09-02T21:15:46+00:00,,0.124500,0.466667,,,,3,5,6,14,foreign_policy_wars:0.45; other:0.35; economy:0.20,score_v2,self_reported,full_text,open,1513,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Op-ed blends cultural commentary with commentary on Trump's trade war with Canada, using anecdotes and cultural references rather than rigorous argument. Author writes as a culture columnist with moderate authority; emotional tone via admiration, mockery of Trump, and nostalgia drives the piece."
,4618cbad6b338a11,The Contrarian (Jennifer Rubin),newsletter,en,p / to-survive-natural-disasters-we-must,https://www.contrariannews.org/p/to-survive-natural-disasters-we-must,2026-09-02T16:00:22+00:00,,0.085500,0.533333,,,,7,5,4,16,democracy_elections:0.55; environment:0.25; government_leadership:0.20,score_v2,self_reported,full_text,open,745,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Op-ed cites MIT study, Nature journal, V-Dem report, and named academics/Nobel laureate to argue democracy reduces disaster deaths. Author is a niche podcast host with modest personal authority. Emotional framing via disaster deaths and democracy 'in danger' language, but mostly argument-driven with citations."
,44a04204732f54f7,Tangle (Isaac Saul),newsletter,en,data-center-pushback-grows,https://www.readtangle.com/data-center-pushback-grows/,2026-09-03T15:52:30+00:00,,0.068000,0.600000,,,,7,6,5,18,ai_technology:0.55; environment:0.20; government_leadership:0.15; economy:0.10,score_v2,self_reported,full_text,open,4286,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Tangle newsletter presents left/right views on data centers with cited polls, studies, and quotes, then Ari Weitzman gives a reasoned personal argument with self-critique. Ethos rests on Tangle's balanced-analysis brand and editor's voice; pathos moderate via vivid 'slop' imagery and personal reflection."
,7b0416419e10edd1,Tangle (Isaac Saul),newsletter,en,scotus-and-the-white-house-ballroom,https://www.readtangle.com/scotus-and-the-white-house-ballroom/,2026-09-02T15:49:43+00:00,,0.132500,0.566667,,,,8,6,3,17,democracy_elections:0.55; government_leadership:0.35; foreign_policy_wars:0.10,score_v2,self_reported,full_text,open,4147,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Balanced multi-source news roundup on SCOTUS ballroom ruling with detailed legal reasoning, historical parallels (Robert Moses), quotes from right/left, and an editorial 'take' analyzing implications. Strong argumentation, moderate emotional framing, Tangle's established analytical brand carries some authority with its readership."
,06646dfa32fc6459,Tangle (Isaac Saul),newsletter,en,us-oil-deal-with-venezuela,https://www.readtangle.com/us-oil-deal-with-venezuela/,2026-09-01T15:51:33+00:00,,0.150500,0.633333,,,,8,6,5,19,foreign_policy_wars:0.55; economy:0.20; government_leadership:0.15; environment:0.10,score_v2,self_reported,full_text,open,4438,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Tangle surveys multiple left/right sources with quotes and evidence on the Venezuela oil deal, then Saul offers a reasoned, evidence-referenced personal take citing DEA data, Sen. Kaine, and prior statements. Moderate emotional language about killing, dictatorship; Saul's established newsletter voice gives him solid ethos with his audience."
,6aff8a07ed729d6f,Tangle (Isaac Saul),newsletter,en,cia-director-ratcliffes-trip-to-russia,https://www.readtangle.com/cia-director-ratcliffes-trip-to-russia/,2026-08-31T15:58:15+00:00,,0.137500,0.566667,,,,8,6,3,17,foreign_policy_wars:0.75; government_leadership:0.15; immigration:0.10,score_v2,self_reported,full_text,open,4403,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Tangle presents multiple sourced perspectives (right, left, foreign writers) with quotes and evidence on Ratcliffe's Moscow trip, plus editor analysis with reasoning and dissent. Ethos moderate: Tangle's known balanced-news brand and named editor voice. Pathos low-moderate: mostly analytical, some urgency about war risks."
,8f7b1495b2337b88,Tangle (Isaac Saul),newsletter,en,the-sunday-august-30,https://www.readtangle.com/the-sunday-august-30/,2026-08-30T11:52:26+00:00,,0.162500,0.466667,,,,6,5,3,14,economy:0.30; government_leadership:0.25; democracy_elections:0.20; foreign_policy_wars:0.15; ai_technology:0.10,score_v2,self_reported,full_text,open,957,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Roundup summarizing multiple news items (tariffs, debt, Supreme Court ruling, Meta settlement) with brief factual context and short editorial 'takes' offering reasoning but limited depth. Tangle's ethos rests on its balanced-news brand identity rather than a singular authoritative voice; emotional language is minimal, mostly restrained analytical commentary."
,e9fdf771107117dc,Tangle (Isaac Saul),newsletter,en,otherposts / in-search-of-steinbecks-america,https://www.readtangle.com/otherposts/in-search-of-steinbecks-america/,2026-08-30T01:09:13+00:00,,0.068500,0.333333,,,,2,3,5,10,other:0.85; unifying_the_country:0.15,score_v2,self_reported,full_text,open,1583,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A personal literary essay/book review reflecting on Steinbeck's Travels with Charley; minimal argumentation, low institutional authority beyond amateur critic status, moderate emotional/reflective tone about America and identity, not tied to Gallup political topics directly."
,2a042f442e4136a0,Tangle (Isaac Saul),newsletter,en,bring-back-shame,https://www.readtangle.com/bring-back-shame/,2026-08-28T15:52:19+00:00,,0.040500,0.500000,,,,4,5,6,15,ethics_morality:0.70; unifying_the_country:0.15; other:0.15,score_v2,self_reported,full_text,open,945,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Essay-style argument with cultural examples and personal anecdote about OCD, but little external evidence or engagement with opposing views. Author is a new editor with modest personal authority; emotional appeal via personal struggle and moral urgency about 'shame' is moderate to strong."
,f79884cf019e6d87,Racket News (Matt Taibbi),newsletter,en,p / karen-attiah-and-the-right-to-suck,https://www.racket.news/p/karen-attiah-and-the-right-to-suck,2026-08-25T18:57:18+00:00,,0.050000,0.433333,,,,5,3,5,13,other:0.45; ethics_morality:0.35; race_relations:0.20,score_v2,self_reported,full_text,open,354,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Piece cites arbitrator's ruling and quotes competing 2020 letters to build an implicit hypocrisy argument, but offers little original analysis. No named authoritative voice; ironic tone ('free speech icon') supplies moderate emotional charge."
,bcb96795530b0f1a,The Weekly Dish (Andrew Sullivan),newsletter,en,p / charles-murray-on-human-diversity-33a,https://andrewsullivan.substack.com/p/charles-murray-on-human-diversity-33a,2026-08-28T17:00:40+00:00,,0.042500,0.666667,,,,6,8,6,20,race_relations:0.45; ethics_morality:0.35; other:0.20,score_v2,self_reported,full_text,open,2208,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Mix of Murray/Sullivan discussion recap and reader letters debating IQ, race, religion; includes evidence (Flynn Effect, SAT data) and personal testimony, but framed through Sullivan's editorial voice and reader emotion. High ethos from Sullivan's and Murray's established reputations with a loyal Dish readership; moderate emotional charge from personal, religious, and racial testimonies."
,46142ce0354640e6,The Weekly Dish (Andrew Sullivan),newsletter,en,p / cornel-west-on-god-and-the-great-2a3,https://andrewsullivan.substack.com/p/cornel-west-on-god-and-the-great-2a3,2026-08-28T16:55:52+00:00,,0.045000,0.500000,,,,3,7,5,15,race_relations:0.35; education:0.30; unifying_the_country:0.25; other:0.10,score_v2,self_reported,full_text,open,1050,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Newsletter compiling listener reflections on a Cornel West interview, touching CRT, race, humanities, and civility. Little direct argumentation, mostly anecdote and praise. West's academic standing lends ethos; warm, nostalgic tone gives moderate emotional resonance throughout reader letters."
,0e3f46429f39149e,The Weekly Dish (Andrew Sullivan),newsletter,en,p / buck-angel-and-helena-kerschner-on-72f,https://andrewsullivan.substack.com/p/buck-angel-and-helena-kerschner-on-72f,2026-08-21T18:03:21+00:00,,0.053000,0.633333,,,,6,6,7,19,other:0.50; healthcare:0.30; ethics_morality:0.20,score_v2,self_reported,full_text,open,3796,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A podcast rerun intro plus extensive reader letters offering personal testimony, clinical detail, and argument on trans youth healthcare. Substantial evidence/reasoning (medical processes, studies cited) but one-sided compilation; Sullivan's editorial authority and personal reader voices carry weight; emotionally charged personal stories throughout."
,acadd458884fd532,The Weekly Dish (Andrew Sullivan),newsletter,en,p / yossi-klein-halevi-on-zionism-re,https://andrewsullivan.substack.com/p/yossi-klein-halevi-on-zionism-re,2026-08-21T17:58:46+00:00,,0.108000,0.633333,,,,6,6,7,19,foreign_policy_wars:0.85; ethics_morality:0.10; democracy_elections:0.05,score_v2,self_reported,full_text,open,2788,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A podcast rerun plus extensive listener letters debating Zionism, settlements, Palestinian statehood. Substantial reasoning and historical argument from multiple sides, moderate authority (Halevi's credentials, listener testimonies), and strong emotional charge via personal family histories and moral stakes."
,7e0e1f7c0f8b8ad3,Zeteo (Mehdi Hasan),newsletter,en,p / heres-how-you-tax-the-billionaires,https://zeteo.com/p/heres-how-you-tax-the-billionaires,2026-09-03T15:03:21+00:00,,0.222000,0.600000,,,,7,8,3,18,economy:0.75; government_leadership:0.15; foreign_policy_wars:0.10,score_v2,self_reported,full_text,open,323,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Interview with a recognized wealth-inequality economist offering evidence-based arguments (case studies, policy examples, debunking counterarguments), giving strong logos. Ethos high due to Zucman's expert credentials and Mehdi's audience trust. Pathos low-moderate; framed factually with mild moral framing around 'fair share.'"
,4d4c824fe8f485ee,Zeteo (Mehdi Hasan),newsletter,en,p / haley-stevens-smears-bernie-sanders,https://zeteo.com/p/haley-stevens-smears-bernie-sanders,2026-09-03T11:36:44+00:00,,0.139000,0.566667,,,,4,5,8,17,foreign_policy_wars:0.50; government_leadership:0.25; immigration:0.10; democracy_elections:0.10; environment:0.05,score_v2,self_reported,full_text,open,2398,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A partisan newsletter combining reporting with strong opinion, using sarcasm and moral outrage against Stevens, Trump, and Republicans. Some sourced facts/quotes but heavily editorialized framing, one-sided rhetoric, and emotionally charged language throughout, especially on Gaza and Trump's antics."
,d7833618cade9731,Zeteo (Mehdi Hasan),newsletter,en,p / meet-the-gulf-spy-sheikh-backing,https://zeteo.com/p/meet-the-gulf-spy-sheikh-backing,2026-09-02T11:16:13+00:00,,0.162500,0.600000,,,,6,5,7,18,government_leadership:0.35; foreign_policy_wars:0.25; democracy_elections:0.20; economy:0.10; immigration:0.10,score_v2,self_reported,full_text,open,2506,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A left-leaning newsletter compiling multiple reported stories (crypto corruption, Iran strikes, deportations, elections) with sourced details and quotes, but framed with heavy editorializing, sarcasm, and emotive language ('graft', 'brazen corruption'), reflecting a partisan authorial voice with an established niche readership."
,a4c8b07c1687cb65,Zeteo (Mehdi Hasan),newsletter,en,p / netanyahu-brags-how-us-cable-news,https://zeteo.com/p/netanyahu-brags-how-us-cable-news,2026-09-01T11:14:38+00:00,,0.134000,0.566667,,,,4,5,8,17,foreign_policy_wars:0.55; government_leadership:0.20; democracy_elections:0.10; other:0.10; immigration:0.05,score_v2,self_reported,full_text,open,2599,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Newsletter blends opinionated commentary with quoted evidence (Netanyahu interview, Roberts opinion, polling), but reasoning is one-sided and rhetorical. Author's authority stems from Zeteo platform, moderate but not dominant. Language is highly charged ('parasitic,' 'heartlessly violent,' 'gall'), driving strong emotional intensity throughout."
,de609acf60bbcea8,Zeteo (Mehdi Hasan),newsletter,en,p / laura-loomer-gets-a-pass-for-her,https://zeteo.com/p/laura-loomer-gets-a-pass-for-her,2026-08-31T11:18:40+00:00,,0.135000,0.633333,,,,5,6,8,19,government_leadership:0.30; foreign_policy_wars:0.25; race_relations:0.20; immigration:0.15; other:0.10,score_v2,self_reported,full_text,open,2865,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"A partisan roundup newsletter combining reported facts (Loomer's racist tweets, Iran strikes, deportation reports) with sharp editorializing and sarcasm. Some sourcing (NYT, WaPo, quotes) but heavily opinionated framing. Author (Mehdi Hasan's outlet) has strong standing with a left-leaning audience; language is scornful and emotionally charged throughout."
,9221e4c3fa9cb5ca,Zeteo (Mehdi Hasan),newsletter,en,p / mehdi-challenges-hunter-biden-on-gaza-2024-election-democrats-regrets,https://zeteo.com/p/mehdi-challenges-hunter-biden-on-gaza-2024-election-democrats-regrets,2026-08-30T13:03:35+00:00,,0.157500,0.500000,,,,3,6,6,15,government_leadership:0.45; foreign_policy_wars:0.25; democracy_elections:0.20; ethics_morality:0.10,score_v2,self_reported,full_text,open,359,rss_fulltext,no conversion rule for unit 'subscribers_self_reported'; flat across the outlet's items (no per-item signal),"Promotional description of an interview covering Hunter Biden's personal battles, Gaza policy, and Democratic Party politics. Little argument/evidence offered—mostly teaser claims. Ethos derives from Hunter Biden's insider status and Mehdi's journalistic brand. Pathos moderate via personal/family drama and 'heated exchange' framing."
